"","personid","yob","sex","edu","childincomecompare","adultincome","y92_simscore","y04_letterflu","y04_catflu","y04_simscore","y04_digit","y04_imrecall","y11_remember","y11_solve","y11_letterflu","y11_catflu","y11_digit","y11_imrecall","y04_involvechar","y04_involveorgs","y04_volrarelythink","y04_volloss","y04_volselfimport","y04_involvehobby","y04_involveinstru10","y04_involveinstru35"
"3170",910226,39,2,-2,5,5000,9,16,20,9,5,7,2,1,16,18,8,6,2,4,6,4,4,1,3,3
"3172",910234,39,2,-2,3,26100,7,5,15,5,0,6,1,1,4,17,4,5,1,1,3,4,5,1,3,3
"3176",910260,39,1,-2,3,126300,8,-3,15,7,0,4,2,2,5,12,2,5,2,3,1,7,7,1,1,2
"3179",910273,39,2,2,3,82000,10,13,16,11,8,7,1,1,11,21,6,6,2,2,4,6,6,2,3,3
"3181",910280,39,2,-2,3,34000,7,12,25,7,8,6,2,2,7,22,8,5,1,1,2,6,5,1,3,3
"3183",910284,39,2,-2,3,81000,7,-2,-2,8,-2,-2,1,1,18,-2,-2,-2,1,1,-3,-3,-3,1,2,2
"3184",910287,39,1,2,4,185000,9,6,29,9,4,5,2,1,12,32,6,5,4,1,7,6,3,1,3,2
"3185",910288,39,1,4,3,71800,11,26,-2,10,6,7,1,1,17,-2,6,8,1,1,5,7,6,1,2,2
"3187",910296,39,1,3,2,240000,13,13,21,8,6,7,1,1,12,18,11,7,2,2,3,5,3,1,3,3
"3188",910298,39,1,-2,4,71500,5,13,-2,7,7,5,1,1,9,-2,6,6,1,1,5,7,7,1,3,3
"3193",910308,39,2,-2,3,0,9,6,21,11,6,7,2,1,8,16,5,4,2,1,1,7,7,1,2,3
"3194",910317,39,1,-2,3,36400,8,-2,-2,8,-2,-2,2,1,11,-2,-2,-2,1,1,1,7,7,1,3,3
"3195",910319,39,1,4,3,85010,9,14,-2,9,8,4,1,1,11,-2,8,7,2,2,4,2,2,1,3,3
"3196",910321,39,2,-2,3,70000,6,8,16,2,-5,-5,1,1,-30,-30,-30,-30,4,4,5,3,3,3,3,3
"3197",910326,39,2,-2,3,38000,8,13,24,6,8,6,2,1,15,18,6,5,1,1,7,1,1,3,1,1
"3198",910332,39,2,2,3,185000,13,-2,-2,6,-2,-2,1,1,10,-2,-2,-2,1,1,7,2,3,1,3,3
"3199",910333,39,1,-2,3,57200,1,7,-2,7,6,6,2,2,-3,-2,0,4,1,1,6,6,2,1,-3,-3
"3203",910342,38,2,-2,3,37000,10,8,23,6,8,6,3,2,11,15,5,2,3,1,7,7,7,1,3,3
"3206",910350,39,1,2,3,85500,8,-2,-2,10,-2,-2,2,1,9,-2,-2,-2,4,1,7,2,2,2,3,3
"3207",910359,39,1,-2,3,75000,12,17,-2,11,11,7,1,1,19,-2,12,7,1,1,3,2,2,1,3,3
"3209",910366,39,1,-2,3,58000,10,9,29,7,10,9,2,1,12,17,11,6,2,2,5,2,4,1,3,3
"3212",910376,38,1,3,3,1e+05,13,16,21,10,11,8,2,1,12,23,12,7,1,1,6,3,4,1,3,3
"3213",910378,39,2,-2,3,26000,5,6,12,6,6,2,1,1,5,12,0,4,3,1,5,2,2,2,-3,-3
"3216",910381,39,1,-2,3,68000,8,-2,-2,3,-2,-2,1,1,11,-2,-2,-2,1,-3,4,4,4,2,2,2
"3219",910395,39,1,1,3,40000,6,8,25,7,10,6,1,1,8,18,5,5,1,1,2,6,3,1,3,3
"3220",910400,39,2,2,4,85000,9,6,19,7,11,8,1,1,12,16,10,6,4,5,7,2,1,1,3,3
"3222",910404,39,1,-2,3,70000,11,20,27,6,7,4,1,1,16,22,10,5,3,1,7,1,7,1,3,3
"3223",910410,39,2,-2,3,59000,8,10,-2,7,0,6,1,1,14,-2,0,8,2,1,5,4,5,3,3,3
"3224",910414,39,2,-2,3,54000,10,7,19,4,6,7,2,1,6,16,9,6,4,3,5,4,3,2,1,1
"3225",910424,39,2,3,3,48000,11,18,-2,9,12,9,2,1,14,-2,10,7,5,3,7,2,2,2,1,1
"3227",910428,39,2,-2,3,8000,5,11,11,3,6,5,2,1,9,19,7,4,3,1,3,3,5,3,3,3
"3228",910434,39,1,2,3,87000,8,18,21,6,8,6,1,1,15,28,4,7,1,1,6,4,4,1,3,3
"3229",910435,39,2,-2,5,91000,12,23,45,10,7,5,1,1,13,31,9,6,1,1,7,5,5,1,3,3
"3230",910443,39,1,-2,3,59400,3,6,13,3,11,8,2,1,6,12,5,5,1,1,-3,-3,-3,1,-3,-3
"3233",910450,39,2,-2,3,60000,7,8,-2,1,6,7,2,1,10,-2,10,5,1,1,2,7,5,3,3,3
"3235",910461,39,1,-2,3,42500,1,8,15,2,0,5,2,1,-3,13,0,2,1,1,1,7,7,4,3,3
"3236",910465,39,2,-2,3,65776,8,21,20,3,4,4,1,1,15,14,6,4,2,2,2,6,6,2,3,3
"3237",910466,39,1,-2,3,129000,8,8,18,10,7,5,2,1,9,22,3,2,1,1,1,7,7,1,3,3
"3242",910475,39,2,-2,3,24000,10,12,23,2,6,6,1,1,14,25,11,7,1,2,4,4,2,1,3,3
"3243",910477,39,2,-2,3,19500,6,7,15,7,5,5,1,1,-4,-4,2,6,1,1,1,7,7,1,3,3
"3244",910479,39,1,-2,3,62000,9,23,27,9,10,7,1,1,20,27,11,5,1,1,7,3,5,1,3,3
"3245",910481,38,1,-2,3,66500,8,9,26,8,8,6,2,1,-4,-4,8,4,1,1,5,5,4,1,3,3
"3246",910484,38,2,-2,3,50950,11,11,-2,8,6,5,1,1,10,-2,8,6,2,1,5,5,4,4,3,3
"3247",910485,39,2,-2,3,45000,5,13,-2,5,7,9,2,2,8,-2,6,7,3,1,6,4,2,1,3,3
"3252",910501,39,2,-2,3,96100,13,14,19,9,9,5,1,1,17,13,8,9,1,1,7,7,7,1,3,3
"3255",910512,39,2,-2,3,59500,5,11,19,3,6,4,1,1,15,17,8,6,1,1,5,3,3,1,3,3
"3260",910531,38,1,3,3,96000,10,8,18,10,12,8,1,2,10,19,6,5,1,1,5,6,5,1,3,3
"3262",910536,39,2,3,5,297000,10,13,32,11,6,6,2,1,14,21,6,6,4,-3,7,1,1,5,3,3
"3264",910540,39,2,1,3,55000,9,15,24,6,11,8,2,3,10,17,7,4,1,1,1,7,6,-3,-3,-3
"3266",910542,39,2,-2,3,174500,10,-2,-2,8,-2,-2,1,1,10,-2,-2,-2,1,1,7,4,7,2,3,3
"3267",910543,39,2,2,2,36000,8,22,-2,6,10,6,1,1,17,-2,11,4,3,5,7,4,4,1,3,3
"3269",910548,39,1,-2,3,62000,7,16,-2,1,10,3,2,1,15,-2,11,5,1,1,1,7,4,1,3,3
"3271",910552,39,2,-2,3,40200,4,11,-2,2,12,6,2,1,11,-2,8,7,1,1,6,2,2,1,3,3
"3273",910555,39,1,3,3,104000,10,-2,-2,7,-2,-2,1,2,18,-2,-2,-2,1,2,4,5,6,1,3,3
"3276",910573,39,1,3,3,42000,9,-2,-2,8,-2,-2,1,1,17,-2,-2,-2,3,1,4,6,5,1,1,1
"3277",910579,39,2,-2,3,70000,8,8,30,7,10,10,2,1,6,18,4,5,2,1,4,5,4,2,1,1
"3278",910581,39,2,1,5,75000,9,12,-2,8,10,8,1,1,15,-2,10,6,5,1,4,7,7,1,2,2
"3279",910583,38,2,-2,3,69200,9,-2,-2,6,-2,-2,2,1,5,-2,-2,-2,3,1,7,2,1,1,3,3
"3282",910592,39,2,-2,4,70000,11,11,24,6,3,7,1,1,10,25,4,6,2,1,5,3,6,2,3,3
"3286",910616,39,2,-2,3,27000,6,9,15,8,12,8,1,1,17,17,12,8,1,3,2,7,6,4,3,3
"3288",910621,38,2,-2,3,34000,7,13,-2,7,10,6,2,1,15,-2,10,6,1,1,2,6,7,3,3,3
"3289",910625,38,2,-2,3,17400,7,-2,-2,5,-2,-2,2,1,13,-2,-2,-2,2,1,3,5,3,2,3,3
"3290",910627,39,2,1,3,72000,9,16,18,12,8,6,2,1,10,24,6,8,1,1,1,1,1,4,3,3
"3296",910637,39,2,-2,3,0,11,-2,-2,5,-2,-2,1,1,7,-2,-2,-2,1,1,7,3,4,1,3,3
"3297",910638,38,1,-2,3,92000,4,-4,-4,-4,6,6,2,1,4,29,0,4,2,2,6,5,4,2,3,3
"3303",910661,39,1,-2,3,194000,8,-2,-2,2,-2,-2,1,1,-3,-2,-2,-2,3,1,3,5,6,1,3,3
"3304",910663,39,2,-2,3,30000,9,0,-2,4,-5,-5,1,1,11,-2,9,6,1,1,1,7,7,1,3,3
"3308",910680,39,2,-2,3,27000,5,12,-2,2,8,7,1,1,16,-2,7,5,1,1,2,6,5,1,3,3
"3319",910717,39,1,3,3,156500,7,14,14,7,6,5,1,1,14,12,6,4,3,3,4,6,4,1,3,3
"3320",910719,39,2,-2,3,41000,9,16,23,5,7,6,1,1,11,17,8,6,1,1,5,5,6,1,3,3
"3322",910732,39,2,-2,3,85200,9,-2,-2,7,-2,-2,1,1,17,-2,-2,-2,1,1,3,6,6,1,3,2
"3324",910744,38,1,-2,3,43000,3,5,15,2,6,9,1,1,12,15,6,5,1,1,1,7,7,1,3,3
"3325",910748,39,2,-2,3,54400,13,16,26,9,10,5,2,2,8,15,4,5,1,1,2,7,7,1,3,3
"3326",910750,39,1,-2,3,133500,8,12,16,10,6,6,2,1,11,14,6,5,2,1,4,4,4,1,3,3
"3328",910753,39,1,2,3,24000,6,6,-2,5,5,2,1,1,3,-2,6,5,1,1,1,4,4,1,3,3
"3329",910755,39,1,-2,3,77000,6,-2,-2,5,-2,-2,1,1,4,-2,-2,-2,3,1,6,2,2,1,3,3
"3331",910763,39,2,-2,3,38240,12,15,-2,7,8,8,2,1,17,-2,6,7,1,1,7,1,1,1,2,1
"3332",910765,38,1,-2,3,41000,5,10,21,5,4,4,1,1,14,15,4,4,1,1,6,7,2,3,-3,-3
"3333",910766,39,2,-2,3,90000,6,-2,-2,3,-2,-2,1,1,13,-2,-2,-2,2,2,6,2,2,2,3,3
"3334",910770,38,2,-2,3,45400,8,-2,-2,8,-2,-2,1,1,-30,-30,-30,-30,1,1,4,5,5,1,3,3
"3337",910775,38,1,-2,3,43000,8,10,16,6,4,4,1,1,3,22,4,3,1,1,1,7,7,1,-3,-3
"3340",910786,39,1,-2,3,45350,8,20,16,5,6,5,2,1,16,23,6,6,1,1,7,5,5,1,1,1
"3341",910793,39,2,1,3,54550,10,-4,-2,-4,8,9,2,1,9,-2,4,5,1,1,6,5,2,-3,2,2
"3343",910798,39,1,-2,3,57000,9,-2,-2,7,-2,-2,1,1,8,-2,-2,-2,1,1,2,2,5,1,3,3
"3344",910803,39,2,-2,3,47000,9,16,27,7,0,6,1,1,16,27,10,6,1,1,7,5,4,3,3,3
"3346",910807,39,1,-2,4,121000,8,12,17,5,8,5,1,1,16,25,10,5,1,1,2,7,6,1,3,3
"3348",910812,39,2,-2,3,0,8,-2,-2,10,-2,-2,1,1,-30,-30,-30,-30,3,1,3,5,3,1,-3,-3
"3349",910817,39,1,-2,3,41000,5,7,8,5,6,5,2,1,8,13,6,4,2,1,4,6,4,1,1,1
"3351",910820,39,2,-2,3,66000,6,12,-2,4,12,7,2,1,14,-2,7,4,1,1,7,1,4,1,3,3
"3352",910822,39,1,2,4,3e+05,7,12,18,6,12,3,1,1,6,21,4,5,3,1,1,7,4,1,3,3
"3354",910824,39,2,-2,3,40000,7,7,16,7,6,5,1,1,10,23,5,5,1,1,4,4,3,1,3,3
"3356",910833,39,1,3,3,3e+05,9,17,-2,10,5,5,1,1,18,-2,8,8,3,3,4,3,3,3,3,3
"3359",910842,39,2,-2,2,47000,7,5,13,5,5,7,1,1,11,16,5,6,1,1,2,7,7,1,3,3
"3360",910845,39,2,-2,3,0,7,8,19,7,10,5,2,1,12,12,8,6,1,1,-3,-3,-3,1,3,3
"3365",910863,39,2,-2,3,80000,1,6,-2,5,5,6,1,1,9,-2,6,4,1,1,4,4,6,1,2,1
"3367",910873,39,2,2,-3,97400,9,10,-2,9,10,9,1,1,11,-2,7,5,2,1,7,7,7,1,2,2
"3368",910874,38,1,-2,3,22000,8,4,17,4,6,4,2,2,0,-4,2,-2,1,1,1,-3,7,1,3,3
"3372",910882,39,1,2,-3,140000,9,7,22,7,8,7,1,1,9,18,10,6,5,5,7,1,1,1,3,3
"3375",910894,39,2,-2,3,236500,6,13,-2,9,6,6,1,1,12,-2,2,4,1,1,6,7,7,1,3,3
"3376",910895,39,2,-2,3,51500,10,15,22,9,9,4,2,2,15,16,6,5,2,1,3,6,6,1,3,3
"3378",910899,39,1,2,3,37485,12,9,16,9,8,7,1,2,11,17,6,5,3,1,-3,-3,-3,1,2,3
"3380",910911,39,2,3,3,48000,10,4,20,7,8,5,1,1,-4,-4,6,5,5,1,7,1,1,1,3,3
"3381",910914,39,2,2,4,126300,8,16,-2,6,10,8,1,1,21,-2,6,8,3,2,7,7,2,-3,2,2
"3382",910923,39,2,-2,3,120000,4,-2,-2,5,-2,-2,1,1,9,-2,-2,-2,1,1,1,7,7,1,3,3
"3383",910924,38,2,-2,3,0,0,-4,-4,-4,-3,-3,2,3,-3,-3,6,5,1,1,5,4,5,1,3,3
"3384",910925,39,2,-2,3,32700,10,21,28,8,9,8,1,1,23,41,8,6,1,1,4,6,5,1,2,2
"3388",910940,39,1,3,3,51150,12,16,22,7,6,2,1,1,13,21,6,8,3,2,6,6,7,2,2,2
"3391",910944,39,1,-2,4,66270,7,10,23,5,0,6,2,1,5,18,6,4,1,2,6,5,5,1,3,3
"3394",910960,39,2,-2,3,37500,9,11,20,5,11,10,2,2,9,17,5,6,2,1,6,3,3,1,3,3
"3396",910969,39,2,-2,3,79200,4,12,18,5,10,10,1,1,10,14,8,5,1,1,4,4,3,1,3,3
"3397",910974,39,2,2,4,50000,10,-2,-2,7,-2,-2,2,2,12,-2,-2,-2,1,3,6,2,2,1,-3,-3
"3399",910981,39,1,-2,3,0,9,-2,-2,6,-2,-2,1,1,-30,-30,-30,-30,2,3,2,6,6,2,3,3
"3401",910989,40,1,-2,3,60000,8,-4,-4,-4,8,8,1,1,17,29,11,6,1,1,7,2,1,2,3,3
"3402",910991,39,2,3,4,92600,13,-2,-2,10,-2,-2,1,1,20,-2,-2,-2,1,1,3,6,5,5,3,2
"3405",911006,39,2,3,3,56000,8,8,-2,8,5,6,1,1,11,-2,8,5,1,1,4,4,3,1,3,3
"3408",911017,39,2,-2,3,52000,6,14,19,4,6,6,1,1,12,26,10,4,2,1,5,4,4,2,3,3
"3411",911021,39,2,-2,3,86000,8,12,29,6,12,7,1,1,17,29,9,7,1,1,2,6,5,1,2,2
"3412",911024,39,1,-2,3,54000,4,-2,-2,4,-2,-2,2,1,9,-2,-2,-2,3,3,2,5,6,1,3,3
"3413",911029,38,1,-2,4,20000,11,11,26,7,6,6,2,1,5,25,5,6,1,1,6,2,2,1,3,3
"3414",911032,39,2,-2,4,1e+05,8,14,-2,4,9,0,1,1,12,-2,9,5,3,1,4,4,4,1,3,2
"3415",911033,39,1,-2,3,66000,9,13,16,4,11,5,2,1,16,16,7,3,1,1,-3,1,7,1,-3,-3
"3416",911034,39,2,2,3,35000,14,11,-2,11,6,8,1,1,16,-2,12,8,2,1,6,4,4,3,3,3
"3417",911038,39,1,3,3,71600,13,-2,-2,5,-2,-2,1,1,13,-2,-2,-2,4,2,7,7,7,1,-3,-3
"3419",911046,39,2,3,3,71000,9,12,27,7,5,5,2,2,9,21,6,4,3,1,6,3,3,1,1,1
"3424",911060,38,2,-2,3,77200,8,10,21,6,5,7,2,2,4,21,6,3,-3,-3,-3,-3,-3,-3,-3,-3
"3425",911071,38,1,3,3,55450,13,-2,-2,5,-2,-2,1,1,14,-2,-2,-2,3,1,2,7,4,1,3,2
"3428",911088,38,1,-2,-3,18000,2,-4,-4,-4,3,3,2,2,-3,16,3,2,1,1,1,-3,7,1,3,3
"3430",911093,39,2,-2,1,64000,8,9,22,8,8,2,2,2,9,19,10,5,1,1,1,7,7,1,3,3
"3432",911096,38,1,1,3,29700,11,17,15,7,6,8,2,1,19,25,10,5,1,1,2,7,7,1,3,3
"3433",911097,39,2,-2,3,14500,11,11,24,9,5,8,1,1,13,19,7,7,1,1,4,7,7,1,3,3
"3434",911100,39,2,-2,3,52000,5,5,31,10,6,6,1,1,15,34,6,6,3,1,7,1,1,1,3,3
"3435",911101,38,1,-2,3,86800,11,13,19,9,8,4,1,1,9,25,7,5,1,1,3,6,5,1,3,3
"3436",911107,39,2,-2,3,24225,8,-2,-2,8,-2,-2,2,1,17,-2,-2,-2,1,1,4,2,4,1,-3,-3
"3437",911109,38,2,-2,3,0,3,-4,12,1,8,4,1,1,10,20,6,7,1,1,7,2,2,1,3,3
"3438",911113,39,2,2,3,25000,14,9,18,11,9,6,2,1,-4,-4,5,4,1,1,4,6,6,1,3,3
"3442",911123,39,2,-2,4,20000,10,6,21,8,12,8,1,1,12,23,4,6,1,2,4,6,5,1,3,3
"3443",911131,38,1,-2,3,50000,9,12,-2,9,9,5,2,2,12,-2,5,6,1,3,4,4,4,2,3,3
"3444",911132,39,2,-2,3,82000,4,10,-2,7,6,7,1,1,13,-2,6,5,-3,-3,-3,-3,-3,-3,-3,-3
"3445",911134,39,1,-2,3,39100,8,-2,-2,-4,-2,-2,1,1,4,-2,-2,-2,1,1,1,1,1,1,3,3
"3446",911136,39,1,2,3,80000,8,10,19,10,7,9,1,1,9,15,6,6,1,1,1,7,7,1,3,3
"3449",911147,39,2,2,3,171000,10,14,28,7,6,5,1,1,12,30,7,5,1,3,2,7,6,1,3,2
"3450",911149,39,2,-2,3,102500,7,15,27,4,9,7,2,1,14,20,9,8,3,1,5,1,4,3,3,3
"3453",911163,39,1,-2,3,38000,4,10,16,7,7,4,1,1,6,17,5,4,1,1,4,6,6,1,2,2
"3454",911164,39,1,2,3,261000,9,12,21,8,10,6,1,1,13,18,7,5,3,4,6,2,2,4,3,3
"3456",911172,39,2,3,3,60000,5,-3,-2,6,8,8,1,1,-30,-30,-30,-30,1,1,4,6,4,1,3,3
"3458",911178,39,1,-2,3,48500,6,8,-2,7,6,4,1,1,9,-2,6,5,2,1,5,5,4,1,3,3
"3459",911189,39,1,-2,4,45000,7,6,18,7,6,7,2,1,8,16,10,5,2,1,3,3,3,1,3,3
"3464",911207,39,1,2,3,86000,8,6,19,7,5,5,1,1,-4,16,10,6,1,1,1,4,4,1,3,3
"3466",911210,38,2,-2,3,52400,5,9,23,7,8,6,1,3,18,18,8,5,1,1,3,4,6,1,3,3
"3468",911213,39,2,-2,3,41000,7,16,-2,8,7,4,1,1,12,-2,8,4,1,1,2,7,5,1,3,3
"3470",911217,39,1,4,3,148000,5,9,22,4,8,6,1,1,7,21,12,8,2,2,2,7,7,2,3,3
"3473",911223,40,1,4,4,113000,10,14,18,8,9,6,2,1,15,21,10,4,1,1,3,4,3,1,3,3
"3479",911242,39,2,-2,3,66000,6,12,-2,7,6,4,1,1,9,-2,6,6,1,1,4,5,5,1,3,3
"3481",911250,39,1,-2,3,0,5,6,16,4,7,5,1,1,-30,-30,-30,-30,1,1,1,5,5,1,3,3
"3482",911255,39,1,2,3,139900,8,-2,-2,6,-2,-2,1,1,5,-2,-2,-2,1,1,1,1,1,1,3,3
"3484",911258,39,2,-2,3,25000,11,13,18,8,6,5,2,1,15,23,8,6,1,1,5,7,5,1,3,3
"3485",911261,40,2,2,3,64000,10,14,32,8,9,6,1,2,7,24,0,6,1,1,5,3,4,1,3,3
"3486",911262,39,1,2,3,83500,8,13,18,7,8,5,1,1,12,17,6,4,1,2,1,1,1,1,3,3
"3488",911266,39,2,2,3,51200,10,15,29,5,5,7,1,1,14,27,7,6,2,2,7,2,4,3,2,3
"3491",911275,40,1,2,4,65000,11,10,21,10,8,7,1,1,15,16,10,7,-3,-3,-3,-3,-3,-3,-3,-3
"3492",911280,39,2,-2,3,81250,9,14,-2,6,12,9,1,1,15,-2,8,5,2,3,7,6,3,1,-3,-3
"3493",911283,39,1,-2,3,37000,10,12,22,7,0,5,2,1,11,20,6,5,1,1,1,7,7,1,3,3
"3496",911291,39,2,-2,3,0,6,-2,-2,5,-5,-2,1,1,8,-2,-2,-2,4,1,6,2,2,5,3,3
"3497",911295,39,1,-2,3,47000,5,7,-2,5,7,6,1,1,-3,-2,6,6,2,1,4,2,2,1,3,3
"3501",911305,39,2,2,3,103500,13,11,33,9,9,7,2,1,11,30,6,7,2,2,4,3,4,3,2,1
"3502",911309,39,1,-2,3,28000,10,-2,-2,9,-2,-2,2,2,7,-2,-2,-2,1,1,6,3,3,1,1,3
"3505",911324,39,2,-2,3,0,-3,-2,-2,7,-2,-2,2,1,12,-2,-2,-2,-3,-3,7,6,6,-3,3,3
"3506",911330,40,2,-2,3,41280,1,10,-2,6,7,6,1,1,11,-2,7,4,2,1,-3,-3,-3,5,-3,-3
"3510",911341,39,2,-2,3,0,6,8,26,7,12,6,2,1,9,27,10,6,-3,-3,-3,-3,-3,-3,-3,-3
"3511",911347,39,1,-2,4,49000,6,11,-2,4,7,5,1,1,7,-2,7,6,1,1,1,6,6,1,3,2
"3512",911348,39,2,-2,3,43000,8,10,14,2,0,8,1,1,9,10,2,3,2,2,4,6,6,2,3,3
"3515",911357,39,2,2,3,68000,3,15,34,7,10,8,1,1,16,34,10,7,1,1,4,7,6,4,3,3
"3516",911364,39,2,2,4,24960,11,8,27,12,6,6,2,1,7,25,5,5,3,1,5,5,2,4,2,2
"3522",911382,39,1,1,4,67000,10,-2,-2,4,-2,-2,2,1,11,-2,-2,-2,2,1,6,2,2,1,3,3
"3523",911385,39,2,-2,3,46300,6,-2,-2,5,-2,-2,2,1,8,-2,-2,-2,1,1,3,-3,-3,4,3,3
"3524",911396,38,1,-2,3,47000,10,-4,-4,-4,4,6,1,1,12,14,6,7,1,1,2,6,6,1,3,3
"3525",911400,39,1,2,3,0,8,-2,-2,4,-2,-2,1,1,-3,-2,-2,-2,2,2,2,6,6,1,3,3
"3529",911416,39,1,-2,4,50300,6,-2,-2,6,-2,-2,2,1,8,-2,-2,-2,1,1,3,6,6,1,3,3
"3530",911419,39,1,-2,3,36200,7,4,19,5,6,5,2,1,9,20,0,6,1,1,7,4,6,1,3,3
"3532",911425,38,2,-2,3,53000,8,-2,-2,3,-2,-2,1,1,12,-2,-2,-2,1,1,1,7,7,1,3,3
"3533",911430,38,1,-2,2,22500,3,15,-2,3,0,5,1,1,16,-2,5,6,1,3,6,5,4,1,3,3
"3534",911434,39,2,-2,3,48000,9,7,23,4,6,7,1,1,11,21,5,6,3,2,7,1,1,1,2,1
"3535",911440,38,1,-2,4,36500,8,13,12,6,7,9,1,1,9,11,6,6,1,1,6,6,6,1,3,3
"3536",911444,39,1,-2,3,88000,11,13,-2,6,7,5,2,1,8,-2,12,5,1,1,1,7,7,1,3,3
"3538",911448,39,2,2,4,17500,9,12,-4,9,6,8,1,1,13,23,7,6,1,4,6,2,2,3,3,3
"3540",911467,39,1,-2,3,92000,7,9,-4,9,5,5,2,2,6,19,6,6,4,1,6,3,3,1,3,3
"3541",911469,39,2,3,4,77500,11,-4,-4,-4,10,8,1,1,18,20,10,6,2,2,4,4,4,3,-3,-3
"3542",911481,38,1,-2,3,66000,7,-3,-2,6,-3,5,2,1,9,-2,10,4,3,1,5,6,6,2,3,3
"3546",911489,39,2,-2,3,0,8,-2,-2,-4,-2,-2,2,1,9,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3
"3549",911508,39,2,-2,3,27000,4,-2,-2,2,-2,-2,2,1,-30,-30,-30,-30,2,2,2,7,5,3,3,3
"3560",911544,38,1,-2,3,1e+05,9,7,-2,3,7,8,2,1,9,-2,8,5,2,3,1,6,6,1,-3,-3
"3562",911546,39,2,-2,4,192000,6,11,25,6,4,6,1,1,16,24,8,7,4,1,7,1,1,1,3,3
"3565",911555,39,1,2,3,235000,9,12,23,10,0,7,1,1,13,23,12,8,1,1,4,4,4,1,3,3
"3567",911563,39,1,2,4,3e+05,10,15,18,10,8,5,2,2,11,17,4,4,4,1,6,2,6,1,3,3
"3569",911567,38,1,2,3,29000,8,-2,-2,10,-2,-2,1,1,-30,-30,-30,-30,1,3,2,6,6,1,3,3
"3570",911569,40,2,-2,3,52150,6,-2,-2,4,-2,-2,1,2,16,-2,-2,-2,3,1,4,4,2,3,3,3
"3571",911576,39,1,2,-3,156700,9,-4,-2,-4,6,5,2,1,13,-2,9,8,4,1,7,1,1,1,3,3
"3573",911584,39,2,-2,3,31500,9,9,15,7,11,7,2,1,6,14,10,6,1,1,5,-3,-3,1,2,2
"3575",911588,39,2,-2,3,54000,4,6,25,5,6,5,1,1,7,16,9,4,1,1,3,7,7,1,-3,-3
"3576",911590,39,1,-2,3,70000,6,12,-2,5,6,-4,2,1,9,-2,5,4,1,1,4,4,3,2,3,3
"3578",911601,38,2,2,3,67500,8,21,32,11,10,6,1,1,14,29,12,6,1,1,5,7,7,1,3,2
"3580",911605,39,2,1,3,22200,7,14,20,4,0,1,2,2,11,18,7,4,1,1,3,7,5,1,-3,-3
"3582",911608,39,2,-2,4,30000,5,5,12,2,0,0,1,1,-3,13,6,4,-3,-3,7,1,1,-3,-3,-3
"3584",911611,39,1,-2,3,0,6,-2,-2,5,-2,-2,1,1,7,-2,-2,-2,5,4,4,7,7,1,3,3
"3586",911613,39,1,-2,3,44300,5,10,-2,9,6,6,3,2,7,-2,6,6,1,1,6,4,3,1,-3,-3
"3587",911614,39,1,-2,3,61000,12,19,29,11,6,6,1,2,15,11,7,3,1,1,7,1,2,1,3,3
"3589",911620,39,2,-2,3,54600,11,-2,-2,5,-2,-2,1,1,12,-2,-2,-2,1,1,1,7,7,1,3,3
"3590",911624,39,2,-2,3,26608,6,6,15,2,0,6,2,1,9,22,6,2,1,1,1,7,7,1,3,3
"3591",911625,39,1,-2,3,77000,13,-2,-2,6,-2,-2,1,1,12,-2,-2,-2,2,1,7,2,2,1,3,3
"3593",911631,39,2,-2,3,0,7,9,23,5,6,5,3,2,6,16,5,4,1,1,3,4,4,3,3,3
"3595",911635,39,1,4,4,58500,6,8,28,9,8,7,1,1,8,35,4,7,1,1,2,6,6,3,3,3
"3596",911636,39,2,-2,1,72000,8,-3,-2,2,0,5,2,1,-30,-30,-30,-30,1,1,7,1,1,1,3,3
"3598",911648,39,1,-2,3,35000,11,6,13,4,8,5,2,1,6,12,8,4,2,1,6,2,2,1,3,3
"3600",911652,39,2,-2,2,45700,7,13,21,5,8,7,1,1,15,25,10,6,1,1,-3,-3,-3,1,3,3
"3603",911658,39,2,2,4,123289,9,-2,-2,8,-2,-2,1,1,9,-2,-2,-2,2,1,1,2,1,3,2,2
"3604",911661,39,2,-2,3,57000,7,-2,-2,8,-2,-2,1,1,10,-2,-2,-2,1,1,4,5,5,4,3,3
"3605",911663,39,2,2,4,143000,11,14,-2,6,4,5,1,1,15,-2,4,8,3,1,6,4,2,3,3,3
"3606",911664,39,2,2,5,0,9,19,-2,12,11,8,2,1,-4,-2,9,7,1,-3,1,7,7,1,3,3
"3607",911666,39,2,1,2,17000,9,14,23,7,12,8,1,1,10,21,11,7,3,1,4,6,7,1,3,3
"3608",911674,38,1,2,3,43000,9,14,24,8,10,7,1,1,26,17,11,4,-3,-3,-3,-3,-3,-3,3,3
"3610",911676,39,2,-2,3,48000,4,12,17,4,5,10,1,1,13,12,5,5,1,1,3,7,7,1,3,3
"3612",911678,38,1,-2,2,132000,10,16,-2,8,2,6,1,1,15,-2,7,7,4,3,1,1,1,3,3,3
"3616",911698,39,1,2,3,70000,13,-2,-2,5,-2,-2,1,1,17,-2,-2,-2,4,3,6,2,2,2,3,3
"3617",911702,39,2,-2,3,34100,6,16,18,8,5,5,1,1,15,24,10,7,3,3,7,4,4,3,3,3
